seed,auth,arrival_rate,interarrival_a,avg_service_a,avg_population_a,utilization_a,completion_a,interarrival_b,avg_service_b,avg_population_b,utilization_b,completion_b,interarrival_p,avg_service_p,avg_population_p,utilization_p,completion_p,avg_response_time,avg_population
123456789,1,0.5,0.6674256886388784,0.35775765377452945,0.536025297098508,0.34892677164351515,906168,2.002277065916635,1.3367899628144282,0.6676337360555836,0.39949777605434617,302056,2.002277065916635,0.4983226698637127,0.24887756124519045,0.19915194091019567,302056,2.1928702864526706,1.452536594399282
123456789,1,0.55,0.6064912219532015,0.37747087725599027,0.6223834772994554,0.38455463502904136,997209,1.8194736658596047,1.425042479854644,0.7832152954057663,0.4384912218752878,332403,1.8194736658596047,0.5116315488948441,0.28119698912235846,0.21976995718822576,332403,2.3141449060054784,1.6867957618275802
123456789,1,0.6,0.5562354706823599,0.40213332626347825,0.7229527859775036,0.4198131258876614,1087308,1.6687064120470796,1.5367000490852363,0.9208899214436447,0.4802907360351509,362436,1.6687064120470796,0.5240004552150056,0.3140149167865453,0.23922379541023572,362436,2.4628338305637203,1.9578576242076935
123456789,1,0.65,0.512870391472071,0.42639021221737955,0.8313746050081816,0.4545609193780411,1179243,1.5386111744162132,1.6717262737429355,1.0865092824146705,0.5219174275949199,393081,1.5386111744162132,0.5417692322403964,0.3521134464423546,0.2602875995312911,393081,2.639885718200712,2.2699973338652066
123456789,1,0.7,0.47600708816474047,0.4587954714371559,0.9638366554396731,0.489623832577929,1270569,1.4280212644942214,1.827569747420968,1.2797850186701585,0.5607346071562046,423523,1.4280212644942214,0.5589105537179206,0.3913860767471309,0.2806162992679564,423523,2.845275772576045,2.6350077508569623
123456789,1,0.75,0.444074243863716,0.493079629508343,1.1103468474954208,0.5258232543297744,1361934,1.3322227315911481,1.9988066042426238,1.500344960499781,0.6011436316792312,453978,1.3322227315911481,0.5710966159937629,0.4286767553929463,0.29947525350599735,453978,3.0629828497447296,3.0393685633881478
123456789,1,0.8,0.4168899605180155,0.5288178445668547,1.2684750262204922,0.5589037092007888,1450740,1.2506698815540465,2.2222700408864577,1.7768525762031664,0.639733541777017,483580,1.2506698815540465,0.5865808944147693,0.4690104056735978,0.31971194316231794,483580,3.337668779868082,3.5143380080972566
123456789,1,0.85,0.3920430538599734,0.5778944406878291,1.474045028214177,0.5957644479567518,1542687,1.17612916157992,2.491223450705317,2.118135125919071,0.6794528386632669,514229,1.17612916157992,0.6073215672349254,0.5163684309106487,0.33995938306247353,514229,3.6764394586280713,4.108548585043897
123456789,1,0.9,0.3699732780870275,0.6326872673849003,1.710065230827964,0.6309714201842633,1634712,1.1099198342610825,2.8596684342145413,2.576427993806682,0.7195429437341752,544904,1.1099198342610825,0.6221336933391641,0.5605134652086421,0.35965395642054104,544904,4.114489394938605,4.847006689843289
123456789,1,0.95,0.3505797712013189,0.6986144053025981,1.992730206040233,0.6660234577108499,1725141,1.0517393136039568,3.347102010318138,3.1824285461973116,0.7615736743057945,575047,1.0517393136039568,0.643954724847819,0.6122729132535603,0.3800309344338193,575047,4.689671140468555,5.7874316654911055
123456789,1,1.0,0.33332183222706,0.780702537671679,2.342174449769063,0.7006991255264736,1814460,0.9999654966811801,3.973624910469579,3.973738305852975,0.8001919718455927,604820,0.9999654966811801,0.6669981526039767,0.6670171867385372,0.400644213855905,604820,5.421325600745234,6.982929942360575
123456789,1,1.05,0.3177252690018499,0.8790777055641287,2.766743397085651,0.7344232756004292,1903527,0.9531758070055497,5.008419588045717,5.254375025609934,0.840936839194957,634509,0.9531758070055497,0.6893177486202351,0.7231690355386353,0.4194754493316121,634509,6.576815042230081,8.74428745823422
123456789,1,1.1,0.3033977059515778,1.012286545187068,3.3363638408633123,0.7676208771356912,1993419,0.9101931178547333,6.671835200105404,7.329831597474271,0.8799543737944571,664473,0.9101931178547333,0.711107331968227,0.7812388697751393,0.4381763434157293,664473,8.3952290772607,11.447434308112722
123456789,1,1.15,0.28968259133378216,1.2027358599607683,4.1518373389267955,0.8052570726648586,2087793,0.8690477740013464,9.539648970767606,10.97693797272591,0.9191679075551502,695931,0.8690477740013464,0.7395511268500901,0.8509754260318212,0.4607981066120245,695931,11.481935957578465,15.979750737684528
123456789,1,1.2,0.2780909627309504,1.4293594208163964,5.1398362297429285,0.8376268831937274,2174826,0.8342728881928512,19.82941693060396,23.76821254572513,0.9596312958480777,724942,0.8342728881928512,0.7694698632779483,0.9223127095428567,0.4798780951753385,724942,22.028246214698303,29.83036148501092
123456789,2,0.5,0.6653135110074198,0.3995091316768155,0.6004782289070009,0.3750479655678538,909042,1.9959405330222593,1.3308860727569023,0.6667916938400535,0.40084894753947053,303014,1.9959405330222593,1.0792528587324617,0.5407200935428123,0.3507667284791873,303014,2.8096480631661795,1.8079900162898668
123456789,2,0.55,0.605937996073973,0.42689568647766873,0.7045188276878952,0.413651651279408,998112,1.8178139882219189,1.4316893939924626,0.7875867301378994,0.44107082525305263,332704,1.8178139882219189,1.136187900832908,0.6250283877174165,0.38450377285685006,332704,2.9947729813030395,2.1171339455432108
