time,avg_service_a,avg_service_b,avg_service_p,avg_service
300,0.8409428619437818,3.9486812684014274,2.647240193951564,9.118750048184337
600,1.012326629957753,6.773594993063056,2.110896345741448,11.921471228677763
900,0.929835901512249,5.727404877379195,2.0128078642940523,10.529720446209994
1200,0.8805490123982673,5.030719765068856,1.9321219742803613,9.604488776544018
1500,0.8853539378864245,4.591370169061782,1.8918868505258686,9.139318833246923
1800,0.8854920833383912,4.128948794007352,1.91604706875158,8.701472112774105
2100,0.9727640624148045,3.8110438927290238,1.886988994155022,8.61632507412846
2400,0.946673111307282,3.5931969347921227,1.860932819597535,8.294149088311503
2700,0.9216105569627365,3.512010225780303,1.8569440770876693,8.133785973756183
3000,0.9153453662412213,3.524093377725785,1.8784213591562637,8.148550835605713
3300,0.9013399884796511,3.450018660169231,1.9930036648503844,8.147042290458568
3600,0.8841351425030066,3.5467508406973485,1.9629328680794793,8.162089136285848
3900,0.891239567534191,3.6832844261113498,1.948827144220927,8.30583027293485
4200,0.8835063110761858,3.544059549222585,1.9362250185618937,8.130803501013036
4500,0.8731252744405812,3.5542562978550003,1.9420544040951375,8.115686525271881
4800,0.8722622017329725,3.7040451777339194,1.9624880450437119,8.283319827976548
5100,0.875505887270614,3.649952585187946,1.9607349988066651,8.237205245806452
5400,0.8648487579816352,3.643612681926363,1.9770407854462788,8.215199741317548
5700,0.8721119519235238,3.5809644547155144,1.9629034186434957,8.16020372912958
6000,0.9079807644669114,3.759489732803353,2.040640873976896,8.524072900180983
6300,0.9100167835040333,3.8320012817712987,2.139406841955292,8.70145847423869
6600,0.9088921143104453,3.766261537589318,2.1432832804267314,8.636221160947384
6900,0.9168124912872082,3.7016162932975947,2.142802103416488,8.594855870575707
7200,0.9084464642848333,3.6438693484344893,2.144556154915908,8.513764896204897
7500,0.9033610993294526,3.579228480991045,2.115913010585854,8.405224789565256
7800,0.9323692831053677,3.5986494092025034,2.129798031966534,8.52555529048514
8100,0.9692070388347824,3.6357000594654445,2.176805898731827,8.720127074701619
8400,0.9603701978643457,3.628022793674151,2.1595885577683513,8.66872194503554
8700,0.9517104011326253,3.5905752133260282,2.1427727073645624,8.588479124088467
9000,0.9425849367220634,3.5558371867070835,2.1202344108731483,8.503826407746422
9300,0.9423284207862381,3.5616031707610807,2.1154104729814485,8.503998906101243
9600,0.9404379900469875,3.5725781569931008,2.111640807949078,8.50553293508314
9900,0.9363467907875277,3.550732203467656,2.0993112599265733,8.459083835756813
10200,0.9265320752271136,3.5216574687820006,2.0826609655237656,8.383914659987106
10500,0.9186585677990655,3.5113950029156156,2.0689808464525554,8.336351552765368
10800,0.9170432598956506,3.495476374932256,2.0825552938753726,8.329161448494581
11100,0.910817898893157,3.4894343910796417,2.0706019065723202,8.292489994331433
11400,0.9077618897204992,3.477414737989156,2.065020143333273,8.265720550483927
11700,0.9035915574361473,3.4844253429392817,2.0675126231484593,8.262712638396183
12000,0.9037541195359424,3.450152383199087,2.0574321426017046,8.218846884408618
12300,0.9051370963147035,3.4296181759773985,2.0627075618631387,8.207737026784647
12600,0.9004121598176273,3.420607170551898,2.0486297394643507,8.17047338946913
12900,0.900315525578076,3.3995006079841996,2.048457904423489,8.148905089141916
13200,0.9048856980142289,3.420625828052308,2.049416597356812,8.184699519451806
13500,0.9061938226419826,3.3874627814536695,2.035628258055282,8.1416725074349
13800,0.9035451733158156,3.396818267389312,2.045755670706445,8.153209458043204
14100,0.9067872726060366,3.49555862250277,2.0405258105906943,8.256446250911575
14400,0.9072720469218378,3.566075399817099,2.055109195221885,8.343000735804498
