time,avg_service_a,avg_service_b,avg_service_p,avg_service
300,0.954812365474062,3.050819999054867,2.2960196399883825,8.211276735465436
600,1.141387718590832,3.181108752348807,3.1508362204949782,9.756108128616281
900,1.2029892429534828,4.210743622368729,2.565340785000393,10.38505213622957
1200,1.0837951057395043,4.00443696320256,2.3393855735604223,9.595207853981496
1500,1.113666631652905,5.770986918381026,2.4603680481553147,11.572354861495056
1800,1.0911292610171708,5.597666401802552,2.3828583623639155,11.253912547217979
2100,1.0788277271767903,5.221716984948962,2.6151812144430715,11.073381380922404
2400,1.0992016618432854,5.457249761812233,2.586207918814465,11.341062666156553
2700,1.1233020951407966,5.496979246140028,2.6762100970932168,11.543095628655633
3000,1.136955311437208,5.645532204672207,2.7456651366852416,11.802063275669072
3300,1.1136096484107951,5.460026746196442,2.743963523065949,11.544819214494776
3600,1.1168586977103223,5.875314872650309,2.888528830366379,12.114419796147654
3900,1.1237044591183125,5.928400597172476,2.8458569898123574,12.145370964339772
4200,1.0955918229526216,5.7590437380810595,2.793225487582112,11.839044694521036
4500,1.1286388722183667,5.860042126131303,2.8405542738731393,12.086513016659541
4800,1.1113656232128428,5.71366390641752,2.7785272151396043,11.826287991195652
5100,1.1162264481072643,5.6426815601839,2.730632277680013,11.721993182185706
5400,1.1183831675630902,5.480617504011277,2.681877097394655,11.5176441040952
5700,1.135855825568529,5.498366557053055,2.6699469283623345,11.575880962120976
6000,1.1554967076820215,5.522928228329346,2.742884902710229,11.732303254085638
6300,1.1831736928475047,5.467685855119162,2.7604213350129836,11.77762826867466
6600,1.191456798458107,6.141359637889647,2.809362464616833,12.525092497880802
6900,1.1867481794946477,6.389050441562376,2.7962439379264445,12.745538917972764
7200,1.1860628408898228,6.50535642300035,2.8134546533071534,12.876999598976973
7500,1.1921931572785351,6.440023225950657,2.7929908984448564,12.80959359623112
7800,1.211908948398921,6.558946557104703,2.796851020952341,12.991524423253807
8100,1.2062929227092183,6.812304044463382,2.7956597685507676,13.226842581141803
8400,1.2117453008501213,6.698898532635764,2.8997916949705966,13.233926130156725
8700,1.2115968072077192,6.618104922984846,2.898183387577656,13.15107873218566
9000,1.238122485212134,6.615174793627582,2.888267580217009,13.217809829480993
9300,1.2256023170771246,6.567355858234562,2.8732642990044566,13.117427108470391
9600,1.2412139635532977,6.625908040043342,2.873396787844687,13.222946718547922
9900,1.242875114491677,6.6697247654824965,2.8573834039781447,13.25573351293567
10200,1.2580314505172947,6.756457860834228,2.8888747613666412,13.419426973752753
10500,1.2629478580106923,6.827882544183986,2.9249265216319587,13.54165263984802
10800,1.260590894909744,6.75720335464089,2.929133799480972,13.468109838851094
11100,1.2897991143616703,6.735689032889693,2.9355100475404896,13.540596423515193
11400,1.3679998418806463,6.863241034715853,2.9275248282575848,13.894765388615376
11700,1.3773681623250227,6.981817909431911,2.9210974085934045,14.035019805000383
12000,1.371647830631951,7.047518685003618,2.9200730027514963,14.082535179650968
12300,1.388770203692625,7.3442960413384055,2.9214849584543265,14.432091610870609
12600,1.3829156042816007,7.2743420679153035,2.89129270307787,14.314381583837974
12900,1.3760035603168874,7.368357942608732,2.881173291055276,14.377541914614671
13200,1.405770834276898,7.555679025584729,3.1171558887568205,14.890147417172244
13500,1.396764151145468,7.543796221471958,3.1171044562265986,14.851193131134961
13800,1.4116183941445595,7.528818674836831,3.0911220745190526,14.854795931789562
14100,1.409104302561843,7.488379761340073,3.083388811822165,14.799081480847766
14400,1.4130119405672557,7.4219121461115085,3.065693062652126,14.726641030465402
14700,1.4096459810079254,7.345341148892087,3.052347712899099,14.626626804814961
15000,1.400418758802699,7.288384790285395,3.0418962114912063,14.531537278184699
15300,1.4431876899998723,7.224829385570227,3.032807036928233,14.587199492498076
15600,1.430522927686787,7.1805669768474685,3.0241826703786594,14.496318430286488
15900,1.4230132861523643,7.14542229862547,3.034015938181471,14.448478095264035
16200,1.4111242383115783,7.248073673349487,3.00396302484014,14.485409413124362
16500,1.406418781190697,7.319191187624737,2.9875252428059147,14.525972774002742
16800,1.4020093454989295,7.249748191249488,2.9796961688569703,14.435472396603247
17100,1.4067905312231201,7.210700349306212,2.989387349663647,14.420459292639219
17400,1.4105777594820934,7.1467498916618,2.980819525003848,14.359302695111928
17700,1.4018416150938628,7.075876979797329,2.963665758870495,14.24506758394941
18000,1.406662234732611,6.997545389989031,2.9883484297965635,14.205880523983428
18300,1.417250410827171,6.960222623344188,2.9816697311421585,14.193643586967859
18600,1.4229574104990033,6.968372532024041,3.000660307801217,14.237905071322269
18900,1.419822725625611,6.953306172283316,3.014029359303776,14.226803708463926
19200,1.4135512326429727,6.91671920613337,2.993086912561075,14.150459816623364
19500,1.4125118323327635,6.859628244261829,2.975572865350209,14.072736606610329
19800,1.4119037934304235,6.82768965012465,2.995675633825016,14.059076664240937
20100,1.415799765067576,7.005475180194473,2.9990272308843453,14.251901706281547
20400,1.4375070251907072,7.130397936649263,2.998891759597983,14.441810771819368
20700,1.436889549607203,7.10449907618593,3.031673234676767,14.446840959684305
21000,1.484811960032554,7.166987444887443,3.0252669024737386,14.646690227458844
21300,1.4830974088930309,7.125082918112884,3.0073460665342022,14.58172121132618
21600,1.48178026535722,7.114420136639003,3.0162103538623333,14.575971286572997
21900,1.4853718165249663,7.095289984739909,3.0222389193394013,14.57364435365421
22200,1.4818109864519626,7.060100102789699,3.119528755897331,14.625061818042917
22500,1.476230002447296,7.20612109932187,3.126430257998763,14.76124136466252
22800,1.473884109186702,7.342671043783647,3.123056564730856,14.887379936074609
23100,1.4661561619809977,7.293974771664365,3.1076862986142237,14.800129556221583
23400,1.462800315193868,7.242123047683122,3.0976600780773467,14.728184071342072
23700,1.4573386566080484,7.201293324451779,3.092311987302697,14.665621281578622
24000,1.4519522758179,7.198711567166255,3.0740459140057412,14.628614308625696
24300,1.4509076929393194,7.246112452837586,3.096155359001831,14.694990890657376
24600,1.4449205047635167,7.274282568883821,3.079426699861209,14.68847078303558
24900,1.4410543085198209,7.257594341300366,3.0679153871711082,14.648672654030937
25200,1.4418879208927609,7.271608901264176,3.061529802011101,14.65880246595356
