time,avg_service_a,avg_service_b,avg_service_p,avg_service
300,0.6831901212672192,0.64512900077795,1.89746208014511,4.592161444724718
600,0.6339342825738279,0.6619635208444011,1.6861242741336337,4.249890642699518
900,0.6707579200177244,0.6428703510045133,1.6620811839773613,4.317225295035048
1200,0.6127060182696991,0.6119642947455116,1.5401490132340947,3.9902313627887036
1500,0.6157493835026417,0.6037305007669975,1.5491847896610078,4.000163440935931
1800,0.6197581681491509,0.5945723868982153,1.5808940917812755,4.034740983126944
2100,0.6293637147727735,0.5763688639019076,1.5770103228236039,4.041470331043832
2400,0.6733451124802948,0.5653176479160917,1.55324142303975,4.1385944083967265
2700,0.6617665659500155,0.5609172984632219,1.5543157668187089,4.1005327631319775
3000,0.6475441888947113,0.5629478374311772,1.559379539679438,4.064959943794749
3300,0.6511421547439487,0.5702012391796415,1.5682090795421535,4.091836782953641
3600,0.6415048807151192,0.5729580265541337,1.6543917898983505,4.151864458597842
3900,0.635608693844861,0.5783170430090495,1.6301865502096855,4.115329674753317
4200,0.6458734186399535,0.5820944629656889,1.6263863101034006,4.14610102898895
4500,0.6431598664221618,0.5842492314470699,1.6367982401304213,4.150527070843976
4800,0.6460263345860212,0.5770218352583601,1.6338738929961767,4.148974732012601
5100,0.6477651300193278,0.5944713442324303,1.680594411266147,4.21836114555656
5400,0.658771495289185,0.5899879283380144,1.6710561070991468,4.237358521304716
5700,0.6684873852207629,0.5925792314052056,1.664059342783475,4.262100729850969
6000,0.6707264776349374,0.5991101679523109,1.672265517696443,4.283555118553566
6300,0.6700066430536745,0.5978291481599163,1.6528315793626092,4.260680656683549
6600,0.6982084611612815,0.5979662411457133,1.696129736764238,4.388721361393795
6900,0.698564397554748,0.6032705616053567,1.7581942469777772,4.457158001247378
7200,0.7041066159902126,0.6018331542033247,1.748890326361702,4.463043328535665
7500,0.7090223442681219,0.6017957073141936,1.759769555702547,4.488632295821106
7800,0.713670134359915,0.5985367641535868,1.7617518314677625,4.5012989987010945
8100,0.7112834777088628,0.5962917312737377,1.771015575037562,4.501157739437888
8400,0.7064914148680284,0.5924059162691429,1.7509267129670982,4.462806873840326
8700,0.7144169802746969,0.5970578059950006,1.749878014846284,4.490186761665376
9000,0.7333628704970905,0.6004680031096492,1.7701462215542523,4.5707028361551725
9300,0.7276930303868525,0.6012115432092066,1.770347291279531,4.5546379256492955
9600,0.7247489074387187,0.598273944349049,1.7658717206053978,4.538392387270603
9900,0.7218658416954646,0.5987686383000826,1.7447156532372214,4.509081816623699
10200,0.7188127052518665,0.5959714029494846,1.7462052245989474,4.4986147433040315
10500,0.7174603266661204,0.6039840183217186,1.7624396426138296,4.518804640933909
10800,0.7183568240785296,0.604940442093592,1.7593434810343094,4.51935439536349
11100,0.718430062676784,0.6038643446850571,1.7467464100041108,4.50590094271952
11400,0.7152123789464182,0.6030801036991563,1.740246041662597,4.4889632822010075
11700,0.7102875422765528,0.6047163742023167,1.729195698700191,4.464774699732166
12000,0.7072962605993515,0.6057485582362997,1.7264717204155158,4.45410906044987
