time,avg_service_a,avg_service_b,avg_service_p,avg_service
300,0.41508247519160746,0.5057830061230069,0.9450069953286035,2.696037427026433
600,0.42032042455986135,0.5286588692837514,1.117511334428298,2.9071314773916335
900,0.40356744294914065,0.5109887010845326,1.0778111608449985,2.799502190776953
1200,0.41446818157334564,0.4931951500388603,1.0970414859695852,2.8336411807284825
1500,0.40426574438858814,0.48973508567939666,1.0565085905414526,2.7590409093866137
1800,0.4163736511323634,0.5012569730274723,1.0611296460805186,2.8115075725050813
2100,0.4046797788137793,0.4934914581373691,1.0541997214653518,2.761730516044059
2400,0.4084650145581225,0.49461557950709695,1.0529983605971671,2.773008983778632
2700,0.40273829222195573,0.49454550342322096,1.0316613003708275,2.7344216804599153
3000,0.40399895111141676,0.49411125666438116,1.0380688073133448,2.744176917311976
3300,0.3984209884133558,0.5018459534838344,1.0354024442181335,2.7325113629420352
3600,0.4013994851593252,0.5138676598658192,1.0322827290588243,2.750348844402619
3900,0.40199933153488204,0.5183889029969228,1.0267321889468468,2.7511190865484156
4200,0.40048901245892427,0.5203343009624634,1.0318828793204653,2.7536842176597016
4500,0.40151032989620056,0.5307300423794389,1.0418235910292994,2.7770846230973403
4800,0.3961912643952578,0.5284048385146879,1.058302183434083,2.7752808151345443
5100,0.3928017492267019,0.524714032014334,1.0773210161218028,2.780440295816242
5400,0.39174919025885185,0.5215845951578206,1.080380569150818,2.777212735085194
5700,0.3925735746989707,0.5195745866504169,1.0845710144910148,2.7818663252383438
6000,0.39128796149506423,0.5159892141942045,1.076353983255641,2.7662070819350384
6300,0.3876061154857483,0.5118490616996745,1.081614511103553,2.756281919260472
6600,0.3889502125570941,0.5174260691791108,1.0664367672072044,2.750713474057598
6900,0.38908555755552304,0.5129103836369574,1.0647084969642011,2.744875553267728
7200,0.3864126171233602,0.5123627560372513,1.0646554448124104,2.7362560522197423
7500,0.388985667781884,0.5098727183595612,1.0658163320047747,2.7426460537099877
7800,0.39126544454171597,0.5049964714186188,1.07224351454475,2.7510363195885166
8100,0.38924218554099477,0.5029393929692076,1.0647778851250513,2.735443834717243
8400,0.38839565321874076,0.5020122824581128,1.0638747960468284,2.7310740381611636
8700,0.3883129563431871,0.5017174870135893,1.0681187296216066,2.734775085664757
9000,0.389398316786895,0.4994902041007714,1.0664624598840196,2.734147614345476
9300,0.3874043551261511,0.5024872517682872,1.0619141218808184,2.726614439027559
9600,0.3867689436974275,0.5039868698221088,1.062141251181305,2.7264349520956963
9900,0.38709329638081913,0.5058504703507289,1.0618858799889528,2.729016239482139
10200,0.38747661981166753,0.5050971972480539,1.0568381255003307,2.724365182183387
10500,0.38720677446901736,0.504167879318616,1.0529580201174327,2.7187462228431007
10800,0.38866242578559085,0.505265453207442,1.0495610613249822,2.7208137918891966
11100,0.3925939513243063,0.5054546381642003,1.053556840753815,2.7367933328909344
11400,0.39323124875058557,0.5062087767692918,1.0544316122317952,2.7403341352528434
11700,0.3932790800413033,0.5041406170251758,1.0676446409238025,2.751622498072888
12000,0.3944719816932641,0.5042784735876906,1.0702900789175744,2.757984497585057
12300,0.39352464868944503,0.5037413862146208,1.0693477397917621,2.753663072074718
12600,0.392030925894774,0.5034629348396519,1.0646668629043787,2.7442225754283527
12900,0.3917265777957295,0.5035676934845492,1.056758520493424,2.7355059473651617
13200,0.3925894651657652,0.5039745151701353,1.0546510831599796,2.7363939938274107
13500,0.3914664793174854,0.5044683382740953,1.0571656928310846,2.7360334690576362
13800,0.39162719822610953,0.5036839789120636,1.053206946992826,2.7317725205832186
14100,0.3905019499315892,0.5026213149071921,1.0521467749004918,2.726273939602452
14400,0.3891315345568222,0.5021181125806623,1.0523682896670157,2.7218810059181444
14700,0.3899127128515795,0.5049658703275808,1.0537556307811715,2.728459639663491
15000,0.38998837878252,0.5058317577677048,1.0543981889870275,2.7301950831022923
15300,0.39171935072643416,0.5061565855435082,1.053058265974726,2.734372903697537
15600,0.39199803200142774,0.50632264031226,1.0531513646267208,2.735468100943264
15900,0.39171264379919274,0.5073501718515605,1.0514260156760553,2.733914118925194
16200,0.39152621589398573,0.5070246772963585,1.0534445947322737,2.7350479197105892
16500,0.39194601296855064,0.5067818455815566,1.0531320187241562,2.735751903211365
16800,0.39207954376812404,0.5069763765307,1.0548640870150625,2.738079094850135
17100,0.3933076366324086,0.5055361457005473,1.055211707682862,2.740670763280635
